district,month,hour,day_of_week,risk_score,risk_level
20,3,15,3,0.1389,Low
18,3,20,4,0.4662,Medium
11,3,12,1,0.3424,Low
25,3,14,1,0.2841,Low
10,3,3,6,0.995,High
24,7,4,4,0.3466,Low
24,5,13,2,0.2229,Low
4,4,4,0,0.4141,Medium
5,6,6,2,0.5934,Medium
4,8,13,5,0.5932,Medium
13,2,1,3,0.5567,Medium
25,12,1,1,0.5744,Medium
13,3,0,3,0.7177,High
18,2,1,0,0.5283,Medium
24,7,1,1,0.534,Medium
2,12,20,6,0.7985,High
16,2,22,3,0.5369,Medium
1,5,12,1,0.6058,Medium
19,11,4,1,0.1903,Low
9,10,19,6,0.8268,High
3,9,14,1,0.4722,Medium
25,8,21,2,0.4702,Medium
7,8,19,5,0.5304,Medium
10,3,14,3,0.7191,High
1,12,6,4,0.634,Medium
10,1,12,1,0.614,Medium
21,2,15,0,0.363,Low
9,7,18,5,0.8959,High
15,4,12,2,0.5218,Medium
15,10,23,2,0.922,High
3,5,23,5,0.7184,High
25,1,2,4,0.3808,Low
5,11,22,6,0.8639,High
9,2,0,4,0.7549,High
22,9,4,2,0.2769,Low
9,6,8,2,0.7196,High
23,7,17,3,0.4473,Medium
7,5,2,2,0.4325,Medium
24,9,19,2,0.3826,Low
23,10,1,1,0.5861,Medium
12,5,21,4,0.4271,Medium
25,6,20,3,0.4735,Medium
9,10,4,2,0.7031,High
6,9,23,3,0.8847,High
23,5,13,4,0.3159,Low
2,4,21,2,0.839,High
9,12,0,1,0.9331,High
17,5,16,5,0.2804,Low
1,11,20,2,0.8557,High
19,5,12,4,0.3619,Low
6,5,11,3,0.5904,Medium
5,1,18,1,0.5796,Medium
2,5,11,0,0.6394,Medium
9,5,7,6,0.6537,High
14,1,10,0,0.3183,Low
4,4,1,4,0.72,High
4,8,4,4,0.5243,Medium
21,4,21,1,0.5935,Medium
15,7,2,5,1.0,High
8,6,14,3,0.4699,Medium
4,5,13,2,0.463,Medium
16,9,23,0,0.4982,Medium
21,8,7,0,0.4851,Medium
4,5,5,4,0.3736,Low
16,10,8,4,0.2977,Low
22,7,18,3,0.4856,Medium
12,11,2,6,0.6049,Medium
16,9,23,6,0.5527,Medium
19,7,12,1,0.2626,Low
8,3,9,5,0.4456,Medium
6,10,3,0,1.0,High
10,11,0,3,0.9557,High
5,5,7,1,0.4508,Medium
18,12,7,0,0.2824,Low
10,9,13,2,0.6407,Medium
10,9,20,3,0.772,High
7,8,13,0,0.3322,Low
18,6,11,1,0.3734,Low
1,7,1,0,0.9845,High
7,7,6,2,0.2183,Low
21,11,3,4,0.7517,High
1,1,23,4,0.8233,High
15,8,9,5,0.8053,High
4,6,10,3,0.4101,Medium
20,7,21,1,0.4787,Medium
10,10,22,2,0.9434,High
23,10,9,1,0.4135,Medium
9,11,17,6,0.9733,High
2,2,20,3,0.7584,High
14,7,3,2,0.585,Medium
16,8,18,0,0.5213,Medium
1,12,6,6,0.6832,High
2,5,0,4,0.924,High
7,1,13,6,0.3162,Low
10,6,12,0,0.7404,High
22,3,5,6,0.3291,Low
20,5,18,5,0.5633,Medium
1,9,22,0,0.9046,High
13,7,8,1,0.5267,Medium
1,8,2,5,1.0,High
5,6,16,1,0.4592,Medium
16,9,18,5,0.5178,Medium
15,3,15,3,0.6397,Medium
17,1,3,6,0.5144,Medium
23,10,15,0,0.2877,Low
16,12,18,0,0.4549,Medium
13,12,22,0,0.6865,High
11,12,11,5,0.2614,Low
17,11,6,4,0.3893,Low
17,4,19,2,0.4042,Medium
2,8,8,4,0.6873,High
13,6,1,0,0.7818,High
14,7,22,3,0.5481,Medium
11,9,7,2,0.2225,Low
10,2,23,5,0.8804,High
3,7,9,2,0.5027,Medium
17,12,0,0,0.5338,Medium
15,4,17,3,0.8577,High
9,7,7,4,0.8181,High
10,8,12,1,0.6812,High
8,12,6,4,0.4127,Medium
21,2,13,2,0.2366,Low
13,7,6,3,0.4401,Medium
18,8,16,0,0.4132,Medium
5,12,17,4,0.6359,Medium
6,1,1,2,0.9145,High
17,11,2,1,0.5514,Medium
11,10,18,0,0.4934,Medium
20,5,2,6,0.5192,Medium
16,9,11,0,0.2714,Low
9,2,3,1,0.8741,High
2,6,3,6,1.0,High
5,2,8,4,0.3697,Low
1,3,2,5,0.9397,High
4,11,2,2,0.6661,High
4,6,19,4,0.6002,Medium
22,5,21,1,0.4447,Medium
25,4,4,3,0.3513,Low
3,7,15,5,0.5715,Medium
9,3,18,3,0.8754,High
22,10,23,1,0.6853,High
23,7,4,5,0.4745,Medium
12,12,7,0,0.3244,Low
10,9,11,2,0.6165,Medium
2,2,5,2,0.4819,Medium
11,5,1,0,0.503,Medium
10,1,14,5,0.5029,Medium
22,7,15,5,0.3677,Low
6,2,22,3,0.8192,High
18,11,3,0,0.603,Medium
2,5,14,3,0.7192,High
2,1,6,4,0.4644,Medium
10,11,14,1,0.8174,High
16,1,15,6,0.2859,Low
12,4,16,3,0.3094,Low
1,7,4,0,0.7937,High
21,7,5,1,0.5398,Medium
8,8,3,3,0.5807,Medium
16,12,9,0,0.4436,Medium
18,9,21,4,0.3902,Low
13,4,0,5,0.7076,High
15,2,7,0,0.6542,High
21,10,5,4,0.4446,Medium
12,12,9,1,0.3468,Low
8,12,3,6,0.6145,Medium
10,10,20,4,0.8451,High
14,3,23,3,0.5433,Medium
5,9,12,4,0.37,Low
18,11,17,0,0.4436,Medium
19,8,19,3,0.5583,Medium
15,6,22,4,0.9491,High
6,11,1,0,0.9072,High
11,3,5,6,0.3723,Low
21,10,10,1,0.4468,Medium
11,8,11,5,0.3092,Low
20,2,8,2,0.1509,Low
20,11,10,5,0.4161,Medium
21,4,14,6,0.4715,Medium
18,4,12,6,0.3207,Low
25,9,1,5,0.6104,Medium
18,8,19,0,0.3768,Low
10,7,13,3,0.732,High
2,4,9,5,0.6951,High
9,7,14,5,0.7728,High
14,1,20,6,0.4642,Medium
19,11,9,1,0.4851,Medium
10,8,23,6,0.9624,High
23,8,20,1,0.5566,Medium
4,9,20,6,0.6741,High
6,9,8,6,0.7283,High
14,1,5,1,0.2321,Low
4,10,20,6,0.6898,High
15,7,2,4,0.8845,High
16,1,11,1,0.2649,Low
7,6,16,5,0.4059,Medium
17,5,21,1,0.5258,Medium
19,11,11,2,0.4411,Medium
19,2,3,4,0.3748,Low
17,3,13,0,0.369,Low
6,8,7,0,0.741,High
11,2,17,3,0.378,Low
16,11,1,1,0.6213,Medium
25,4,13,6,0.2811,Low
8,3,3,3,0.6467,Medium
11,12,1,0,0.5922,Medium
7,7,5,1,0.3678,Low
24,8,7,1,0.3232,Low
22,4,2,0,0.5777,Medium
25,6,14,1,0.2781,Low
19,3,18,4,0.4769,Medium
10,7,19,6,1.0,High
9,8,4,1,0.6382,Medium
4,7,18,1,0.7174,High
23,4,5,3,0.328,Low
15,10,20,6,1.0,High
13,12,23,6,0.6681,High
25,9,9,2,0.2412,Low
2,10,3,0,0.9129,High
2,8,21,6,0.8514,High
16,6,8,0,0.5614,Medium
9,2,21,5,0.7735,High
13,10,9,0,0.5552,Medium
3,7,4,6,0.6682,High
9,9,15,3,0.5857,Medium
13,9,10,6,0.5183,Medium
21,9,23,6,0.6463,Medium
22,9,3,5,0.5712,Medium
2,6,11,1,0.8042,High
8,1,21,2,0.5785,Medium
9,6,22,3,0.9786,High
16,5,9,2,0.3109,Low
2,7,21,4,0.8541,High
6,8,23,5,1.0,High
22,1,1,5,0.4066,Medium
8,10,20,6,0.8205,High
5,4,18,4,0.4766,Medium
9,4,19,3,0.6998,High
1,1,9,3,0.4797,Medium
9,11,23,2,0.9922,High
10,4,11,3,0.7374,High
23,7,1,1,0.5223,Medium
4,6,6,6,0.5345,Medium
3,4,0,3,0.637,Medium
10,2,10,3,0.5035,Medium
15,12,18,5,0.8309,High
11,7,12,1,0.34,Low
14,8,23,0,0.6528,High
6,9,17,0,0.7687,High
12,9,12,4,0.1832,Low
13,4,22,3,0.7488,High
17,3,16,6,0.425,Medium
16,5,13,4,0.2378,Low
3,6,15,6,0.6235,Medium
2,12,18,3,0.8402,High
11,8,11,1,0.3468,Low
9,3,17,2,0.7432,High
3,6,11,3,0.5914,Medium
18,5,11,4,0.2665,Low
20,7,17,4,0.5709,Medium
15,9,9,3,0.8175,High
14,7,1,6,0.7223,High
2,11,19,4,0.7638,High
17,6,5,4,0.2984,Low
22,9,0,1,0.4661,Medium
8,10,6,4,0.5281,Medium
10,4,22,0,0.7492,High
18,1,0,0,0.4505,Medium
25,8,9,6,0.4267,Medium
19,6,12,2,0.2157,Low
8,6,8,0,0.547,Medium
8,5,14,0,0.3334,Low
3,10,23,1,0.6973,High
3,11,17,3,0.6967,High
12,3,6,1,0.2573,Low
22,6,1,4,0.6679,High
17,1,13,0,0.2501,Low
4,7,19,4,0.7182,High
17,6,4,5,0.4955,Medium
14,5,9,6,0.3675,Low
19,3,18,6,0.4746,Medium
9,8,22,5,0.958,High
21,4,6,5,0.5116,Medium
12,9,5,3,0.2751,Low
5,9,22,3,0.6043,Medium
11,5,2,2,0.5267,Medium
20,11,22,2,0.6557,High
3,7,12,1,0.4788,Medium
21,6,6,0,0.5072,Medium
15,12,1,5,0.9609,High
14,12,18,4,0.4532,Medium
11,6,3,6,0.7039,High
20,4,23,2,0.4972,Medium
8,10,0,3,0.616,Medium
4,12,10,3,0.3821,Low
12,8,1,2,0.5719,Medium
8,11,1,3,0.8313,High
6,11,13,0,0.631,Medium
15,11,17,0,0.9385,High
12,10,10,1,0.383,Low
16,3,1,0,0.5677,Medium
16,5,22,2,0.4773,Medium
21,1,5,2,0.2877,Low
20,1,6,0,0.2998,Low
20,9,21,2,0.362,Low
4,4,9,1,0.4133,Medium
11,9,0,1,0.4392,Medium
13,7,5,3,0.417,Medium
9,10,19,1,0.8581,High
4,8,13,4,0.5806,Medium
12,11,5,0,0.36,Low
9,9,8,6,0.7717,High
13,1,23,6,0.7213,High
16,7,4,5,0.2753,Low
6,8,9,2,0.7625,High
10,2,6,2,0.5756,Medium
13,10,7,1,0.4707,Medium
7,9,20,1,0.4613,Medium
19,12,11,1,0.2397,Low
24,1,7,2,0.2399,Low
19,12,9,4,0.433,Medium
17,3,8,2,0.3813,Low
13,11,20,1,0.6865,High
13,9,23,4,0.6957,High
21,1,15,1,0.2975,Low
2,4,14,4,0.5867,Medium
10,10,8,5,0.8268,High
22,6,13,5,0.359,Low
13,6,0,1,0.7006,High
9,4,22,4,0.8321,High
1,10,15,0,0.8266,High
14,10,6,4,0.4207,Medium
16,10,10,6,0.4246,Medium
20,10,1,6,0.6015,Medium
15,1,17,5,0.7746,High
1,5,23,1,0.8635,High
17,5,6,3,0.3736,Low
24,3,2,1,0.6129,Medium
13,11,15,6,0.5148,Medium
15,3,3,6,0.9821,High
16,4,2,3,0.4854,Medium
16,3,3,6,0.5321,Medium
2,3,12,2,0.6939,High
17,3,20,4,0.4381,Medium
11,7,13,4,0.5137,Medium
8,9,9,1,0.4541,Medium
20,11,13,6,0.364,Low
3,1,16,2,0.3061,Low
12,8,21,5,0.5735,Medium
20,10,13,1,0.2808,Low
16,12,4,0,0.2449,Low
14,1,20,0,0.2798,Low
16,9,2,5,0.5475,Medium
21,8,18,3,0.6084,Medium
17,6,14,5,0.4487,Medium
11,6,8,4,0.3811,Low
17,11,23,3,0.5853,Medium
19,10,8,5,0.4355,Medium
22,7,9,5,0.3782,Low
1,8,15,3,0.656,High
12,7,7,4,0.4901,Medium
15,1,6,0,0.4667,Medium
18,10,13,3,0.328,Low
23,4,17,4,0.3632,Low
14,4,14,5,0.3652,Low
1,9,11,0,0.5804,Medium
13,12,20,4,0.58,Medium
15,9,9,4,0.7361,High
7,3,22,1,0.5149,Medium
15,11,4,0,0.659,High
20,9,16,3,0.3503,Low
10,5,5,5,0.6684,High
14,11,21,4,0.5348,Medium
6,6,21,1,0.8189,High
14,7,18,2,0.5392,Medium
24,3,16,6,0.3828,Low
25,4,13,5,0.439,Medium
22,5,15,2,0.248,Low
12,1,6,1,0.2647,Low
11,8,14,0,0.3925,Low
25,11,21,2,0.4886,Medium
20,7,13,3,0.2908,Low
22,11,20,6,0.4738,Medium
24,12,18,6,0.4765,Medium
25,2,12,1,0.1683,Low
19,7,21,4,0.5053,Medium
2,12,9,1,0.6284,Medium
22,9,13,3,0.3104,Low
20,5,13,1,0.2552,Low
1,11,11,3,0.7084,High
8,6,23,3,0.6582,High
25,5,7,1,0.319,Low
14,1,7,6,0.3744,Low
9,6,16,1,0.6845,High
2,7,22,1,0.8481,High
25,5,16,4,0.2462,Low
23,3,6,4,0.3284,Low
5,6,17,5,0.6348,Medium
23,12,18,3,0.2571,Low
25,12,9,2,0.3158,Low
8,11,17,6,0.6358,Medium
16,7,0,1,0.4964,Medium
22,10,15,5,0.4136,Medium
16,10,4,2,0.4419,Medium
13,12,7,0,0.4346,Medium
20,9,11,0,0.1716,Low
15,7,21,1,0.7074,High
1,3,19,0,0.7813,High
22,1,12,2,0.2127,Low
3,7,16,0,0.4906,Medium
6,12,9,1,0.7267,High
22,8,1,3,0.6495,Medium
14,11,17,4,0.4314,Medium
4,1,2,4,0.6661,High
18,5,17,4,0.4248,Medium
15,12,19,3,0.7468,High
9,12,19,6,0.7673,High
18,8,20,0,0.4451,Medium
3,10,2,4,0.6831,High
10,7,21,2,0.932,High
17,2,9,0,0.2234,Low
7,4,10,3,0.273,Low
15,6,3,5,0.8916,High
1,7,22,4,0.8768,High
25,7,3,0,0.5546,Medium
11,3,14,3,0.3877,Low
17,12,15,1,0.2516,Low
5,8,6,5,0.5499,Medium
7,7,0,4,0.5169,Medium
19,4,12,6,0.3013,Low
25,10,16,1,0.3115,Low
24,4,20,1,0.4855,Medium
15,4,23,4,0.7293,High
3,5,7,2,0.3653,Low
15,11,5,1,0.7107,High
5,2,5,3,0.3947,Low
23,9,17,2,0.3611,Low
12,6,3,1,0.6684,High
20,12,14,1,0.2607,Low
5,8,7,4,0.4806,Medium
3,11,1,4,0.6719,High
9,1,21,6,0.7842,High
9,6,18,0,0.8807,High
7,6,22,5,0.5204,Medium
2,8,8,4,0.7116,High
23,1,23,4,0.3522,Low
23,5,11,6,0.3377,Low
21,3,7,6,0.529,Medium
16,6,17,0,0.4763,Medium
9,9,5,2,0.7549,High
13,10,12,5,0.6578,High
19,3,1,6,0.6111,Medium
20,9,17,5,0.4306,Medium
17,12,8,0,0.2664,Low
6,9,0,4,0.9431,High
4,1,5,2,0.2694,Low
1,2,13,5,0.6342,Medium
18,11,5,0,0.4668,Medium
19,4,17,0,0.3178,Low
9,11,10,5,0.8405,High
13,11,6,0,0.5372,Medium
8,12,3,4,0.6897,High
23,7,3,1,0.615,Medium
13,12,10,0,0.4374,Medium
15,2,17,2,0.7275,High
11,7,14,4,0.3141,Low
12,5,8,2,0.3463,Low
14,10,15,1,0.3205,Low
4,7,11,5,0.52,Medium
1,12,13,5,0.6656,High
24,9,14,2,0.2539,Low
4,9,21,0,0.6744,High
19,3,12,5,0.407,Medium
9,3,6,2,0.6294,Medium
10,7,3,2,0.8665,High
4,5,13,6,0.4395,Medium
20,5,15,4,0.3694,Low
9,5,0,5,0.8632,High
13,9,8,2,0.5106,Medium
12,4,12,3,0.2321,Low
11,6,16,3,0.3863,Low
12,6,19,4,0.5096,Medium
18,7,22,3,0.6108,Medium
12,2,18,6,0.3548,Low
16,6,20,4,0.5222,Medium
5,9,4,6,0.4876,Medium
20,3,23,2,0.5083,Medium
25,2,8,6,0.2719,Low
12,8,0,5,0.6434,Medium
21,1,1,4,0.5386,Medium
25,11,13,3,0.3298,Low
11,8,4,0,0.3773,Low
9,5,0,0,0.783,High
18,9,15,3,0.2683,Low
25,9,5,0,0.2344,Low
3,4,5,4,0.4959,Medium
20,1,2,3,0.4269,Medium
17,5,19,1,0.415,Medium
14,7,18,2,0.5227,Medium
1,9,4,1,0.7223,High
17,10,13,6,0.4427,Medium
25,9,18,4,0.5636,Medium
8,9,1,3,0.7392,High
5,6,14,6,0.5633,Medium
5,2,12,6,0.2555,Low
9,5,5,6,0.6453,Medium
3,3,0,2,0.7088,High
19,12,8,6,0.3142,Low
23,6,10,1,0.2337,Low
9,11,15,4,0.7156,High
22,5,13,5,0.2442,Low
18,10,9,4,0.4051,Medium
16,11,18,6,0.5581,Medium
1,1,18,0,0.6099,Medium
2,10,7,6,0.9335,High
14,10,15,2,0.3095,Low
14,12,11,2,0.3287,Low
1,2,5,1,0.6275,Medium
25,11,2,2,0.5544,Medium
16,5,5,1,0.3947,Low
15,12,5,3,0.5685,Medium
15,6,2,3,0.9433,High
12,1,11,3,0.2177,Low
16,7,10,1,0.2653,Low
14,3,5,6,0.3293,Low
24,1,7,5,0.3588,Low
15,7,18,5,0.9404,High
23,7,15,1,0.4291,Medium
15,10,17,3,0.7788,High
19,3,11,3,0.2554,Low
8,6,14,6,0.5388,Medium
2,4,6,2,0.5654,Medium
2,4,11,2,0.6019,Medium
10,9,23,1,0.8832,High
3,7,12,0,0.4576,Medium
23,6,16,5,0.3763,Low
17,12,12,0,0.2897,Low
8,9,16,2,0.4932,Medium
23,3,10,6,0.4064,Medium
4,12,0,4,0.6987,High
14,4,10,0,0.2011,Low
21,9,19,1,0.5112,Medium
10,4,11,6,0.6531,High
1,7,2,4,0.9204,High
4,9,6,1,0.4349,Medium
1,4,5,2,0.5816,Medium
17,9,2,5,0.6145,Medium
17,7,18,1,0.4383,Medium
7,4,20,0,0.4877,Medium
23,3,19,3,0.4122,Medium
20,6,8,1,0.4301,Medium
15,3,11,0,0.6236,Medium
13,7,0,3,0.6759,High
2,1,15,1,0.5924,Medium
19,7,16,4,0.2999,Low
24,3,12,1,0.2407,Low
13,9,11,1,0.3103,Low
24,6,20,1,0.453,Medium
11,7,14,4,0.304,Low
22,9,7,1,0.2817,Low
15,6,3,6,1.0,High
10,10,13,4,0.7181,High
9,11,22,1,1.0,High
9,2,2,6,0.9235,High
20,6,5,3,0.4614,Medium
1,6,5,3,0.6293,Medium
17,2,20,4,0.3469,Low
12,7,15,3,0.4391,Medium
10,12,7,1,0.6845,High
5,9,0,0,0.6807,High
18,10,10,0,0.3875,Low
15,4,11,1,0.5351,Medium
6,11,10,3,0.7822,High
7,5,12,2,0.2111,Low
17,6,9,0,0.3614,Low
6,1,19,3,0.6481,Medium
8,8,22,5,0.8252,High
12,12,21,5,0.5127,Medium
21,9,13,4,0.393,Low
14,1,6,3,0.124,Low
12,4,13,0,0.195,Low
23,6,18,6,0.5302,Medium
10,10,18,2,0.8958,High
22,1,0,2,0.3212,Low
20,3,6,0,0.3661,Low
15,7,3,1,0.906,High
7,8,20,0,0.5255,Medium
9,8,4,4,0.7157,High
10,5,11,3,0.5861,Medium
10,1,16,0,0.5825,Medium
16,1,5,4,0.0716,Low
7,8,23,6,0.672,High
5,5,15,1,0.3022,Low
23,11,0,2,0.6077,Medium
3,9,11,1,0.4685,Medium
18,1,13,6,0.2185,Low
11,2,23,0,0.6214,Medium
15,4,5,2,0.6758,High
21,10,8,3,0.5998,Medium
20,11,18,0,0.4909,Medium
5,7,19,5,0.6938,High
24,4,2,6,0.6642,High
12,8,20,2,0.6291,Medium
4,7,10,0,0.4467,Medium
15,5,11,3,0.5916,Medium
9,7,0,0,0.9759,High
7,8,16,4,0.4356,Medium
10,3,17,1,0.7103,High
23,3,12,0,0.1976,Low
13,2,0,5,0.5826,Medium
8,4,18,6,0.6919,High
12,11,1,6,0.7214,High
22,4,22,5,0.4991,Medium
24,4,12,5,0.4435,Medium
19,2,7,4,0.1583,Low
1,7,1,4,0.9005,High
16,10,3,5,0.5814,Medium
22,3,7,0,0.3639,Low
17,12,0,5,0.6747,High
25,10,10,2,0.4087,Medium
18,1,7,6,0.3142,Low
11,2,12,2,0.2041,Low
18,5,15,1,0.265,Low
7,9,7,2,0.3289,Low
18,4,17,3,0.4514,Medium
8,6,2,0,0.7356,High
6,3,8,6,0.7005,High
7,9,9,2,0.364,Low
23,2,20,3,0.246,Low
22,8,22,5,0.7163,High
10,11,20,3,0.9569,High
11,3,9,4,0.2899,Low
25,8,17,2,0.4887,Medium
13,3,17,1,0.5633,Medium
9,11,16,3,0.699,High
7,12,21,5,0.4965,Medium
9,12,22,2,0.8661,High
13,4,20,0,0.538,Medium
3,8,2,1,0.7709,High
3,10,9,2,0.6009,Medium
1,4,14,0,0.5929,Medium
21,11,8,3,0.4909,Medium
20,9,11,3,0.3407,Low
2,9,15,0,0.6264,Medium
25,6,14,2,0.2545,Low
3,1,23,3,0.6601,High
15,9,1,5,0.8757,High
24,9,18,2,0.3984,Low
6,7,6,3,0.6848,High
13,9,8,4,0.435,Medium
21,8,13,5,0.6153,Medium
1,9,1,6,1.0,High
20,9,9,3,0.3762,Low
19,7,6,6,0.4542,Medium
1,6,7,3,0.7262,High
21,2,5,4,0.4899,Medium
22,7,5,6,0.4474,Medium
2,1,23,5,0.9389,High
15,6,18,5,0.8846,High
14,6,14,1,0.4556,Medium
19,12,23,6,0.469,Medium
11,7,12,4,0.2352,Low
15,2,9,5,0.719,High
6,12,12,1,0.5311,Medium
20,4,0,3,0.4842,Medium
9,2,17,1,0.6953,High
5,4,15,0,0.4218,Medium
20,3,5,0,0.3849,Low
2,2,1,0,0.8029,High
6,2,9,4,0.5167,Medium
18,3,1,0,0.53,Medium
23,10,2,2,0.5624,Medium
19,12,18,0,0.403,Medium
9,4,3,3,0.8827,High
21,7,8,5,0.6691,High
24,4,10,6,0.3717,Low
6,11,17,0,0.8583,High
14,7,17,1,0.5652,Medium
24,4,14,3,0.2934,Low
13,3,13,3,0.4521,Medium
11,8,12,0,0.2348,Low
12,3,21,5,0.588,Medium
19,11,13,1,0.3026,Low
19,8,20,3,0.4556,Medium
21,2,20,3,0.5256,Medium
19,3,6,2,0.2201,Low
24,4,8,4,0.2714,Low
13,3,16,1,0.5251,Medium
14,6,4,0,0.4457,Medium
24,9,4,3,0.2584,Low
18,10,20,3,0.4734,Medium
12,8,8,4,0.3659,Low
4,4,10,5,0.3084,Low
10,2,5,0,0.6095,Medium
17,10,15,2,0.3646,Low
4,1,7,6,0.4346,Medium
12,11,13,2,0.4906,Medium
13,4,23,1,0.554,Medium
4,5,5,4,0.5135,Medium
10,2,5,5,0.5537,Medium
25,3,13,5,0.4517,Medium
3,4,7,4,0.5579,Medium
15,3,0,6,0.8682,High
2,8,12,3,0.736,High
25,11,23,3,0.6299,Medium
25,12,3,3,0.4849,Medium
17,2,14,3,0.2566,Low
6,9,16,0,0.6851,High
8,11,17,0,0.6862,High
3,6,16,1,0.4633,Medium
25,1,10,6,0.3721,Low
18,8,11,6,0.3789,Low
22,10,2,2,0.5845,Medium
1,6,14,1,0.6989,High
16,4,5,3,0.295,Low
7,6,4,4,0.3293,Low
3,2,7,0,0.3839,Low
23,1,9,6,0.2289,Low
4,12,2,6,0.6167,Medium
9,6,11,0,0.7478,High
5,8,11,5,0.6246,Medium
19,5,9,6,0.5464,Medium
15,8,18,6,0.9315,High
8,3,20,6,0.5769,Medium
6,6,16,5,0.6903,High
18,1,13,0,0.1547,Low
19,3,6,5,0.3642,Low
24,4,18,0,0.3677,Low
15,5,10,4,0.6704,High
7,3,17,5,0.5247,Medium
10,8,6,1,0.7234,High
6,5,16,0,0.528,Medium
14,7,0,3,0.6738,High
17,5,8,3,0.465,Medium
9,8,6,1,0.6357,Medium
19,1,13,1,0.1707,Low
5,3,15,5,0.4225,Medium
23,3,2,1,0.5346,Medium
7,10,15,6,0.4521,Medium
19,10,20,1,0.4958,Medium
20,3,12,4,0.3408,Low
7,6,17,5,0.6557,High
24,9,20,6,0.4078,Medium
2,12,8,0,0.6813,High
25,6,4,6,0.4448,Medium
23,5,12,4,0.2879,Low
16,12,16,6,0.3199,Low
13,1,23,6,0.6884,High
8,2,14,6,0.3295,Low
6,11,14,5,0.859,High
6,1,5,4,0.5333,Medium
9,12,17,0,0.7356,High
4,6,21,4,0.5508,Medium
11,3,15,1,0.3743,Low
5,12,8,2,0.5896,Medium
25,5,2,3,0.5285,Medium
17,6,4,1,0.27,Low
20,5,6,5,0.3222,Low
7,3,12,1,0.2612,Low
15,2,1,0,0.7544,High
25,2,10,5,0.2913,Low
15,12,0,2,0.9152,High
14,2,4,0,0.2001,Low
13,10,3,1,0.6544,High
11,4,14,5,0.3124,Low
13,4,9,4,0.4485,Medium
22,12,3,5,0.5675,Medium
24,3,6,3,0.356,Low
9,8,4,5,0.7588,High
10,4,14,3,0.651,High
4,8,4,1,0.5974,Medium
17,11,12,6,0.4184,Medium
14,3,5,0,0.2701,Low
24,11,23,2,0.6073,Medium
18,12,19,2,0.5138,Medium
11,2,15,1,0.3674,Low
16,8,8,2,0.406,Medium
1,6,5,5,0.8485,High
7,2,7,0,0.3268,Low
10,7,3,6,1.0,High
9,12,8,2,0.7176,High
25,10,10,0,0.3534,Low
3,7,10,1,0.5964,Medium
22,4,15,5,0.2368,Low
23,8,8,2,0.3642,Low
14,3,0,0,0.5924,Medium
25,9,0,4,0.4533,Medium
15,12,6,2,0.7417,High
2,11,2,5,0.9495,High
24,5,6,3,0.3314,Low
14,3,0,2,0.4436,Medium
16,9,0,2,0.5727,Medium
7,2,6,4,0.1435,Low
4,2,3,2,0.647,Medium
18,3,17,5,0.4928,Medium
24,9,20,2,0.4489,Medium
5,11,4,1,0.5372,Medium
6,10,13,1,0.755,High
7,3,19,0,0.4246,Medium
15,5,14,3,0.6251,Medium
1,9,17,2,0.7612,High
24,10,3,1,0.5811,Medium
4,6,1,0,0.8241,High
25,6,10,6,0.4328,Medium
1,11,19,4,0.8345,High
11,1,14,5,0.328,Low
18,11,5,3,0.394,Low
14,2,4,4,0.2775,Low
22,9,10,6,0.2946,Low
11,8,9,0,0.3266,Low
10,2,12,4,0.5584,Medium
17,5,15,2,0.1635,Low
4,5,9,4,0.4587,Medium
24,6,5,6,0.3847,Low
15,4,1,6,0.9,High
16,9,0,1,0.405,Medium
21,5,4,1,0.4412,Medium
13,4,10,5,0.5003,Medium
9,9,2,4,0.8632,High
11,2,2,3,0.5078,Medium
11,11,9,1,0.4092,Medium
6,11,4,4,0.71,High
1,2,2,2,0.8435,High
22,3,21,5,0.5024,Medium
6,10,22,6,1.0,High
13,4,5,1,0.398,Low
22,12,9,1,0.2525,Low
24,10,7,5,0.4663,Medium
22,9,3,4,0.5852,Medium
5,5,5,4,0.4448,Medium
15,2,12,4,0.5222,Medium
18,3,18,3,0.4687,Medium
20,8,9,6,0.495,Medium
14,6,11,1,0.3186,Low
15,5,11,2,0.7008,High
5,4,22,6,0.6636,High
4,4,5,2,0.4187,Medium
2,8,11,6,0.7203,High
7,12,5,0,0.3327,Low
10,6,2,4,0.8792,High
16,5,15,0,0.2148,Low
10,5,15,0,0.7521,High
18,6,0,3,0.6047,Medium
17,11,1,5,0.7145,High
21,11,10,3,0.501,Medium
13,3,2,4,0.6503,High
1,7,10,4,0.7416,High
1,1,16,5,0.6189,Medium
15,5,10,4,0.581,Medium
1,6,13,2,0.7513,High
6,2,23,4,0.8667,High
25,2,15,2,0.244,Low
13,9,22,0,0.7159,High
1,2,6,6,0.6372,Medium
5,3,2,4,0.7163,High
9,1,8,1,0.5501,Medium
25,9,20,2,0.4452,Medium
17,1,6,4,0.2056,Low
16,4,12,2,0.2304,Low
8,7,0,2,0.8593,High
17,2,21,4,0.3682,Low
15,8,9,0,0.6989,High
24,8,0,5,0.6636,High
1,12,13,4,0.6375,Medium
12,3,5,0,0.3387,Low
5,4,21,0,0.6078,Medium
24,11,22,6,0.6901,High
6,7,22,4,0.9784,High
25,5,10,1,0.2647,Low
1,5,14,1,0.6191,Medium
25,2,11,0,0.2764,Low
1,6,18,2,0.9798,High
10,4,6,1,0.7327,High
10,5,17,4,0.7049,High
